id_pergunta,perfil,pergunta,resposta,gabarito;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Objetivo da Cartilha Cuide-se para poder cuidar 10 INÍCIO 11 MINISTÉRIO DA SAÚDE HOSPITAL ALEMÃO OSWALDO CRUZ Todo paciente acamado tem chances de desenvolver complicações por ficar muito tempo na cama, imóvel. Por este motivo é fundamental realizar alguns exercícios durante o dia, evitando deformidades, rigidez, perda de movimentos, doenças pulmonares, feridas e dores em geral. Os exercícios devem ser feitos de forma lenta e cuidadosa, respeitando os limites do corpo do paciente. Sempre consultar a equipe do Melhor em Casa para saber se há alguma contraindicação para movimentar o paciente. » Movimentar a cabeça com cuidado para os dois lados (10 movimentos suaves); » Movimente os braços com o cotovelo esticado, abrindo e fechando, levantando e abaixando (10 movimentos no limite do ombro do paciente); » Movimente o antebraço do paciente, dobrando e esticando o cotovelo (10 movimentos no limite do cotovelo do paciente); Orientações para Exercícios Básicos 57 ORIENTAÇÕES PARA O CUIDADO COM O PACIENTE NO AMBIENTE DOMICILIAR » Movimente as pernas do paciente, dobrando o joelho (uma mão apoia a coxa e a outra mão apoia o pé) em direção a barriga do paciente (10 movimentos no limite do joelho e quadril do paciente); » Movimente os pés do paciente para cima e para baixo e também em movimentos circulares (10 movimentos suaves); » Se possível retirar o paciente da cama e deixar sentado em poltrona por duas horas do dia.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
---;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Estes exercícios facilitam a eliminação de secreções e melhoram a ventilação pulmonar, prevenindo complicações. Paciente sentado: Colocando a mão no abdômen, inspirar tranqüilamente sentindo sua mão movimentar-se.Expirar, pela boca de forma lenta e prolongada. Ao inspirar o paciente eleva os braços estendidos, ao expirar abaixa os braços e pode, se possível, inclinar o tronco para frente. Sempre estimular o paciente a tossir e observar a cor da secreção. Caso não esteja clara, avisar ao profissional da saúde rapidamente. Oferecer bastante líquido ao paciente. Os exercícios podem ser feitos no leito ou em pé dependendo do estado do paciente. ADAPTAÇÕES AMBIENTAIS Ilustração 55 Essas adaptações são importantes para facilitar a autonomia do paciente idoso e para a prevenção de quedas, já que as quedas acarretam conseqüências graves, incluindo fraturas, cirurgias e imobilidade, podendo chegar inclusive à morte. As adaptações são importantíssimas nos casos de Doença de Alzheimer, pois esses pacientes são mais vulneráveis a acidentes domésticos e às quedas. Abaixo são citados exemplos de adaptações: 55 Manual para Cuidadores Informais de Idosos !O piso não deve ser escorregadio. !Cadeiras, camas e poltronas devem ser mais altas facilitando o acesso. ! Você pode improvisar com tijolos ou blocos de madeira, ou adquirir “levantadores de cama e cadeiras"""" em lojas especializadas. Muito cuidado com as cadeiras de plástico, pois podem escorregar e provocar quedas. !";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
---;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51 Manual para Cuidadores Informais de Idosos CUIDADOS NA FISIOTERAPIA ORIENTAÇÕES PARA O PACIENTE ACAMADO POSICIONAMENTO NO LEITO O paciente acamado precisa de muita atenção. É importante alterar o posicionamento no leito ou na cadeira de rodas periodicamente evitando assim, o surgimento de úlceras de decúbito (escaras). Particularmente, no paciente que sofreu um Acidente Vascular Cerebral (derrame), é importante que ele fique bem posicionado e que esteja confortável, como mostram as figuras 1 e 2: Figura 1: Posicionamento no decúbito dorsal (barriga para cima). O braço comprometido deve estar sempre estendido e apoiado em um travesseiro. A perna lesada deve ter embaixo do joelho um travesseiro, favorecendo uma flexão discreta;" impedindo que todo o membro inferior fique rígido em extensão. Nos casos em que a perna toda está rodada para fora (rotação externa) coloque um apoio deixando-a reta em pIolusstirçaãçãoo n 4e9 u -t Draei.t ado em decúbito dors al (barriga p ara cima) Figura 2: Acomodação do paciente sobre o lado hemiplégico (paralisado). O cotovelo deve estar bem estendido, a palma da mão virada para cima. Ao vestir-se: o membro superior afetado deve ser o primeiro a ser vestido e o último a ser despido. Se a mão estiver fechada, deve ser colocado um rolo feito de tecido ou atadura utilizada para enfaixes, na mão comprometida, Ilustração 50 - estimulando que fique aberta.""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"P2-12,2,""O plano de saúde cobre home care, ou preciso contratar particular?"",""Entendo que essa é uma dúvida importante para quem cuida de alguém em casa.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Infelizmente, não tenho essa informação nos meus manuais no momento, mas meu conhecimento está sendo aprimorado constantemente. Sugiro que anote essa dúvida para conversar com um profissional de saúde ou diretamente com a operadora do plano de saúde."",""A classificação da complexidade assistencial em AD tem por finalidade: a. Admissão no SAD, aliada aos critérios de inclusão nas modalidades de Atenção Domiciliar"; b. Migração da modalidade assistencial, conforme evolução clínica do usuário; c. Apoio na elaboração do plano terapêutico, sugerindo periodicidade de visitas dos profissionais das equipes de Saúde, insumos, logística de transporte e agendamentos necessários. Os itens “a” e “b”, que se referem aos critérios de admissão no SAD, determinação da modalidade de AD e migração entre modalidades, auxiliam na organização dos SADs e dizem respeito, em grande medida, aos critérios que delimitam as modalidades de Atenção Domiciliar. Dessa forma, é importante ressaltar que a classificação da complexidade do paciente é, com o preparo do domicílio e a articulação da família/cuidador, a primeira etapa para a realização do cuidado em AD, na medida em que determina a equipe que se responsabilizará pelo cuidado de forma mais protagonista (equipe de Atenção Básica ou Emad), o número mínimo de visitas mensais e o plano terapêutico, projetos terapêuticos singulares (PTS), no caso de pacientes complexos – ver Capítulo 1. Na análise da literatura existente sobre métodos para classificar pacientes em Atenção Domiciliar utilizados em outros países e em experiências brasileiras, há várias referências bibliográficas. Analisando escalas e instrumentos de avaliação que vêm sendo aplicados nos serviços de Atenção Domiciliar públicos e privados no Brasil, podemos subdividi-los em categorias que são mais significativas para a prática dos serviços, como os aspectos clínicos, socioeconômicos e ambientais. A partir do diagnóstico em saúde, que antecede o planejamento da AD, os serviços locais podem selecionar quais aspectos seriam mais importantes para definir uma classificação da complexidade, de acordo com os indicadores de Saúde e de organização de serviço em cada localidade. Assim, de forma esquemática, nos aspectos clínicos, estariam contempladas as seguintes variáveis, que deverão ser consideradas em conjunto para a elegibilidade do usuário em AD: a) Utilização de serviços de Saúde: número e tempo de permanência de internações no último ano (hospitalizações) e atendimentos nos serviços de urgência/emergência; b) Quadro clínico: acamado, sequelado, presença de doenças agudas e crônicas, com estabilidade clínica, passíveis de tratamento em domicílio; distúrbio do nível de consciência; estabilidade hemodinâmica; padrão respiratório; comprometimento do estado nutricional; 37 Ministério da Saúde c) Suporte terapêutico: – Terapia medicamentosa: medicação prescrita e vias de administração; – Suporte respiratório; dependência de oxigenoterapia; presença de hipersecreção pulmonar; necessidade de aspirações orotraqueais; ventilação mecânica não invasiva; – Terapia nutricional: suplementação oral ou enteral; d)Reabilitação: incapacidade funcional para atividades da vida diária (AVDs) e atividades da vida diária instrumentais (AVDIs); plegias; distúrbios fonoaudiológicos; necessidade de cuidados de reabilitação fisioterápica; adaptação de órteses e próteses em AD; e)Uso de drenos, cateteres e estomias; f)Cuidados de enfermagem: presença de feridas; necessidade de administração de medicamentos via parenteral; monitoramento de sinais vitais; g)Realização de exames complementares; h)Cuidados paliativos. Nos aspectos socioeconômicos e ambientais, serão consideradas, em conjunto, as seguintes variáveis: a)Risco social familiar: drogadição, desemprego, analfabetismo; b)Presença de cuidador e necessidade de treinamento/capacitação; c)Estrutura familiar; consentimento e participação familiar; idoso sozinho e rede social de apoio; d)Condições de moradia; relação morador/cômodo; saneamento básico; e)Segurança dos profissionais da equipe; acessibilidade ao domicílio.
---;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Porém, se houver alto uso de tecnologias e necessidade de visitas multiprofissionais mais frequentes, estão indicadas as modalidades AD2 e AD3 pelas Emads. Estes pacientes são os grandes incapacitados, com sequelas de doenças crônicas incapacitantes, entre elas, as neurodegenerativas. São mais importantes os processos de cuidado, a instrumentalização da família e o olhar da longitudinalidade, que auxiliará no fortalecimento de vínculos e de confiança, fundamentais para o processo de cuidados compartilhados. No Brasil, já existe a necessidade urgente de efetivação do processo de intersetorialidade entre o Sistema Único da Assistência Social (Suas) e o SUS, como já ocorre em outros países com tradição nos cuidados de longa duração, sejam eles na comunidade ou institucionais, pois o envelhecimento populacional demandará outros arranjos na organização dos cuidados domiciliares, e nem sempre a equipe de Saúde poderá dar conta de todas as demandas de cuidados nos lares – este tema poderá ganhar destaque em futuras edições deste material escrito. Os cuidados paliativos (CPs) domiciliares podem se enquadrar tanto nas modalidades de curta, média ou longa permanências, a depender das características do paciente e de suas comorbidades, além do estado funcional quando é encaminhado para a AD. É preferível que os pacientes de CP sejam encaminhados em uma fase anterior aos últimos dias ou semanas de vida, para que haja possibilidade de se criar vínculos em uma fase tão aflitiva que é o final da vida. Não é obrigatório que o paciente fique estanque em um patamar rígido de modalidade assistencial de AD. Se ocorrer a melhora funcional, deve-se evitar a alta sumária do programa, com o correto encaminhamento e a garantia de acesso a outros pontos de atenção da rede. Pode e deve transitar entre os vários níveis de complexidade de AD, como no exemplo abaixo: Dona S., 64 anos, recebeu alta hospitalar após duas semanas internada na enfermaria de clínica médica por acidente vascular cerebral isquêmico (AVCI) de artéria cerebral média D, com diagnóstico recente também de flutter atrial e insuficiência cardíaca congestiva (ICC). No início, foram frequentes as visitas com controle de coagulograma e ajuste mais fino de drogas para ICC e antiarrítmicos, além das várias orientações aos cuidadores e paciente após AVCI. Após seis semanas, em anticoagulação oral estabilizada, aumentou-se o intervalo das visitas de duas para quatro semanas, e a família encontrava-se mais tranquila e segura com os cuidados. Quatro meses depois, foi encaminhada para o centro de reabilitação ambulatorial – não tinha condição de marcha funcional autônoma e havia o risco de quedas com sangramento maciço, caso sofresse lesão corporal. Nesse centro de reabilitação, não havia a possibilidade de controle ambulatorial de tempo de protrombina – a família tinha que levá-la todo mês ao laboratório do hospital que havia encaminhado a paciente à AD e, no momento do encaminhamento à reabilitação, voltou a ser acompanhada pela Atenção Básica e pelo ambulatório de especialidade em Cardiologia, com período de observação da equipe de AD para observar se a transição ocorreria de forma tranquila. No mesmo ano, em pleno inverno, no segundo mês após iniciar a reabilitação, iniciou quadro de piora da dispneia e febrícula, e sua filha acionou a equipe de Atenção Básica (AB). Em visita domiciliar, diagnosticou-se broncopneumonia e novamente a equipe de AD foi acionada (agora pela AB), que passou novamente a realizar visitas que se aproximaram com intervalo semanal, quinzenal e depois mensal, pela intercorrência aguda instalada.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
---;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"96p. : il. Modo de acesso: World Wide Web: <http://bvsms.saude.gov.br/bvs/publicacoes/orientacoes_cuidado_paciente_ambiente_domiciliar.pdf> ISBN 978-85-334-2598-9 1. Cuidador. 2. Atenção domiciliar. 3. Serviços de saúde. I. Título. II. Hospital Alemão Oswaldo Cruz. CDU 616-08:364-783 _______________________________________________________________________________________________ Catalogação na fonte – Coordenação-Geral de Documentação e Informação – Editora MS – OS 2017/0120 Títulos para indexação: Orientations for home health care SUMÁRIO Contatos úteis ..................................................................................................05 Informações gerais ..........................................................................................07 Cuidador............................................................................................................11 Cuide-se para poder cuidar ................................................................................11 Cuidando do paciente.......................................................................................13 Higiene pessoal ..................................................................................................13 Cuidado com os medicamentos ..........................................................................15 Pessoa com convulsão ........................................................................................17 Lavagem das mãos ..............................................................................................19 Segurança do paciente na atenção domiciliar .....................................................23 Cuidados com o lixo infectante ..........................................................................28 Equipamentos de proteção individual .................................................................29 Cânula de traqueostomia ...............................................................................31 Aspiração .........................................................................................................37 Cuidados com a ventilação mecânica não invasiva - CPAP ou BIPAP ..........43 Lesão por pressão ............................................................................................49 Orientações para exercícios básicos ...............................................................55 Sonda enteral ...................................................................................................59 Gastrostomia e jejunostomia .........................................................................71 Sondagem vesical e cistostomia ....................................................................75 Cuidados com acesso venoso ........................................................................81 Cuidados com os drenos .................................................................................87 Glossário de equipamentos ............................................................................91 Bibliografia .......................................................................................................95 ORIENTAÇÕES PARA O CUIDADO COM O PACIENTE NO AMBIENTE DOMICILIAR “ Esta cartilha tem como objetivo apoiar o (a) “ cuidador (a) do paciente em ambiente domiciliar, orientando quanto aos cuidados diários com o paciente e também, auxiliando em possíveis dúvidas que surgirem no dia a dia.""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"P2-14,2,Como lido com os momentos em que ele fica frustrado com as limitações?,""Entendo que é muito desafiador e pode ser doloroso ver a pessoa que você cuida frustrada com suas limitações. É natural que isso aconteça, e sua preocupação demonstra o quanto você se importa.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Para ajudar nesses momentos, aqui estão algumas dicas importantes:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.  **Incentive a autonomia:** Não faça pela pessoa o que ela ainda consegue fazer sozinha. Tente manter as atividades que ela executava antes, como dobrar roupas ou se vestir, dentro dos limites dela. Valorize e elogie cada pequena conquista.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.  **Mantenha a pessoa ocupada:** Deixar a pessoa com atividades que ela gosta e consegue fazer pode ajudar. Pode ser assistir à TV, caminhar um pouco, tomar um banho de sol ou até mesmo rezar, se ela for religiosa.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3.  **Comunique-se com carinho:** Tenha cuidado com seus gestos e palavras, pois a pessoa é atenta. Converse com carinho e ternura.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.  **Busque apoio profissional:** Um psicólogo pode ajudar a encontrar e treinar estratégias para acalmar a pessoa quando ela estiver muito agitada ou confusa.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.  **Cuide de você também:** Se a pessoa estiver perdendo o controle e você sentir que está perdendo o seu, tente se afastar um pouco e pedir ajuda a outro cuidador da família ou a um voluntário, se for possível.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Você quer saber mais sobre: Como posso promover a autonomia do paciente, Onde posso encontrar grupos de apoio para cuidadores ou Como lidar com a minha própria frustração? Basta me dizer qual assunto tem interesse."",""Quando a pessoa com demência deixa de reconhecer a pessoa cuidadora e, por vezes, tem comportamentos agressivos ou desajustados, podemos ter a sensação de que a pessoa que conhecemos já não existe. Esta situação pode deixar-nos tristes e implicar o início de um processo de luto, ainda antes da pessoa falecer. Stresse e hipervigilância por ter de controlar constantemente situações de perigo. Quando a demência se agrava, pode ser necessário manter uma atenção constante aos comportamentos da pessoa – por exemplo, se ingere algo perigoso, se sai de casa sozinha e se perde, se liga o fogão e não desliga, se utiliza indevidamente algum objeto cortante. Esta situação pode ser física e emocionalmente desgastante, assim como limitar o descanso da pessoa cuidadora, aumentando o risco de exaustão. Exaustão, devido às dificuldades de comunicação. Podemos ter as mesmas conversas várias vezes ao dia com a pessoa ou repetir-nos exaustivamente para tentar dar orientações, mas, devido às dificuldades em reter informação, a comunicação fica comprometida. Estas repetições constantes, apesar de fazerem parte do quadro da doença, podem causar muito cansaço emocional. Frustração, por não conseguir acalmar a pessoa. Em momentos de maior agitação e confusão (por exemplo, quando a pessoa não nos reconhece e quer fugir de casa), os esforços que fazemos para chamar a pessoa à razão parecem não resultar e podem deixar-nos frustrados/as. Podemos acabar por tomar medidas com as quais nem concordamos, mas que nos parecem a única solução para manter a pessoa em segurança (por exemplo, trancar as portas e as janelas). Zanga, perante certos comportamentos. Quando a pessoa com demência tem comportamentos que parecem complicar mais a situação (por exemplo, entornar comida, cortar cabos, passar a noite acordado/a, tentar fugir de casa), podemos sentir-nos zangados/as e impotentes, mesmo sabendo que a pessoa não pode ser responsabilizada. ”Presos/as” ao papel de cuidador ou cuidadora. Com o agravar da doença, a pessoa cuidada fica cada vez mais dependente e podemos ser forçados/as a deixar de trabalhar ou a abandonar outras atividades e relações, sentindo também uma perda da nossa identidade anterior para além do papel de pessoa cuidadora. Por outro lado, as cuidadoras e os cuidadores informais de pessoas com demência podem sentir satisfação por desempenharem um papel importante na vida da pessoa cuidada. Também podemos sentir que estamos a retribuir o cuidado que a pessoa nos deu anteriormente ou sentir gratificação por, apesar da doença, vermos a pessoa tranquila e feliz. Cuidar de alguém que vai se esquecendo de quem é pode mudar a maneira como vemos o mundo. Podemos começar a dar maior importância à Saúde e a momentos que vivemos com familiares e amigos e amigas. Podemos sentir-nos mais resilientes e sentir maior compaixão para com outras pessoas que vivem situações semelhantes. | 32 ANIGÁP | SIAMROFNI SERODADIUC SOD ODADIUCOTUA ERBOS RALAF SOMAV ENQUANTO CUIDADORES E CUIDADORAS, É IMPORTANTE LEMBRARMO-NOS QUE: Um psicólogo ou uma psicóloga pode ajudar-nos a descobrir e a treinar estratégias para acalmar a pessoa quando esta está agitada e confusa. Podemos participar em grupos de apoio e partilha (por exemplo, o Café Memória) onde podemos encontrar apoio emocional e trocar experiências com pessoas que vivem situações semelhantes à nossa. A ajuda de familiares, amigos, amigas, vizinhos e vizinhas e profissionais (assistentes pessoais) pode assegurar alguma autonomia à pessoa cuidada, evitar a nossa sobrecarga e permitirnos ter mais tempo para nós. PORQUE É IMPORTANTE CUIDAR DE MIM? 0 3 VOLTAR AO ÍNDICE Cuidar de nós é fundamental para conseguirmos cuidar de alguém que precisa do nosso apoio. Cuidar de nós significa mantermos a capacidade e a disponibilidade, física e emocional, que são necessárias para cuidarmos de outra pessoa.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
---;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Raiva: diante das sua recusas, falta de controle dos esfíncteres. ! Ansiedade: por espera de progresso do paciente, para sair da rotina do dia a dia da doença. ! Culpa: por ter pensamento e atitudes as vezes negativas. Pode vivenciar: ! Cansaço. ! Insônia. ! Perda de autocontrole. ! Impotência. ! Depressão. Calma! Procure: ! Deixar o idoso sempre ocupado. ! Assistir à TV. 71 Manual para Cuidadores Informais de Idosos ! Se possível caminhar, tomar banho de sol e fazer alguns exercícios dentro de seus limites. ! Incentivá-lo a rezar (se o paciente for religioso). ! Não responder pelo paciente. ! Não faça por ele o que ele pode fazer. ! Sair de perto quando estiver perdendo o autocontrole e solicitar ajuda de outro cuidador da família ou voluntário. ! Sempre que possível revezar com alguém. ! Procurar se informar a respeito da evolução da patologia. ! Procurar recursos existentes na comunidade. ! Procurar recursos oferecidos pela saúde como: grupos existentes nos centros de saúde (Lian-Gong, Caminhada, Ginástica etc...) ! Conversar com familiares que também tenham seus doentes. ! Tente manter as atividades possíveis que o paciente executava como: dobrar roupas, vestir-se e etc. ! Cuidado com seus gestos ou palavras, o paciente é atento. ! Revezar entre os membros da família e amigos horário com disponibilidade interna de conversar/dialogar com carinho e ternura com o paciente. !;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
---;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Esses ao que podemos fazer para que ela tenha uma boa desafios podem exigir diferentes tipos de cuida- qualidade vida. dos. Para garantir a participação plena da criança no jardim de infância, na escola e noutros contextos Quando cuidadoras ou cuidadores informais são os é fundamental que esses ambientes estejam pre- pais, mães, cuidar pode significar assumir um papel parados, com os devidos recursos, acessibilidade e mais exigente e durante mais tempo do que esperaestratégias de inclusão, o que pode também implicar vam – nalguns casos, a necessidade de apoio diário uma preparação mais aprofundada por parte das pode estender-se por toda a vida. cuidadoras ou dos cuidadores informais. | 61 ANIGÁP | SIAMROFNI SERODADIUC SOD ODADIUCOTUA ERBOS RALAF SOMAV AS CUIDADORAS OU CUIDADORES INFORMAIS DE UMA CRIANÇA COM DEFICIÊNCIA PODEM SENTIR: Dificuldade em aceitar a situação. O confronto com o diagnóstico de deficiência de uma criança pode gerar choque, descrença no que está a acontecer, revolta, zanga quer com o profissional de saúde que nos deu a notícia, com o nosso parceiro ou parceira a ou até connosco. Por vezes, podemos sentir que ignoramos a criança e oscilar entre sentimentos de indiferença, rejeição e culpa. Estes sentimentos são comuns, difíceis de gerir e podem afetar a nossa relação com a criança. Por isso, é importante procurar apoio – um Psicólogo ou Psicóloga pode ajudar. Necessidade de fazer o luto por uma criança que se imaginou. É natural que, antes e durante a gravidez, os pais e mães desejem uma criança saudável e que até a imaginem com determinadas características. Quando percebemos que a criança é diferente daquilo que imaginámos, é comum sentirmo-nos tristes, impotentes, envergonhados, envergonhadas e, ou desiludidos, desiludidas. É importante permitir-nos sentir essas emoções e aprender a adaptar-nos a uma “criança real” que é diferente daquela que imaginámos, valorizando as suas particularidades e o seu potencial. Ansiedade e preocupação com o futuro da criança. É natural questionarmo-nos sobre se a criança poderá ter uma vida autónoma e feliz, fazer algo de que goste e manter relações significativas. Podemos ainda ter receio de que, se algo nos acontecer, a criança perca as pessoas que melhor a conhecem e mais a ajudam, ficando sem apoio. Stresse e dificuldades noutras áreas da vida. Com as aprendizagens e tarefas que se associam ao cuidar de uma criança com deficiência, podemos sentir-nos stressados e irritáveis, podendo ficar menos produtivas no trabalho ou investir menos na relação com o nosso parceiro ou parceira, outros filhos ou filhas, familiares e amigos ou amigas. Frustração com a falta de conhecimento sobre a deficiência. Além da exigência dos cuidados, podemos ter de lidar com pessoas que fazem comentários desadequados ou limitam a sua interação com a criança, em função de crenças desadequadas e falta de informação sobre a deficiência. Por exemplo, na escola, certos profissionais podem não saber lidar com as características da criança e adotar comportamentos que não ajudam a criança ou que dificultam a sua aprendizagem e inclusão. Estas situações podem levar-nos a sentir que estamos sozinhos/as ou em constante confronto com os outros – como o sentimento de que “somos nós contra o mundo”. Por outro lado, enquanto pessoa cuidadora de crianças com deficiência também podemos descobrir forças que não sabíamos que tínhamos. Com o passar do tempo e e com a experiência, podemos sentir mais confiança na nossa capacidade de lidar com situações desafiantes. Podemos olhar para as outras pessoascom mais sensibilidade e compaixão e até descobrir potencialidades onde outras pessoas não as veem. Cuidar de uma criança com deficiência também inclui momentos felizes. Assistir ao seu desenvolvimento - seja quando aprende a comunicar, conquista autonomia numa tarefa, desenvolve os seus interesses ou partilha momentos de brincadeira com os seus amigos), pode gerar sentimentos de orgulhoso, gratidão e esperança.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
---;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Às vezes, podemos sentir-nos irritados, irritadas ou magoados, magoadas quando, apesar dos nossos esforços, a pessoa cuidada não entende e/ou não segue as recomendações dos profissionais de Saúde. Também pode tomar decisões que podem complicar o seu estado de Saúde (por exemplo, fumar, ignorar a dieta ou desistir dos exercícios de reabilitação). Que as dificuldades financeiras se tornam (mais) um problema. Isto é especialmente comum quando o/a sobrevivente é o/a nosso/a cônjuge, pois o que antes eram despesas suportadas pelos rendimentos de ambos/as passa agora a ser suportado apenas por uma pessoa, ao mesmo tempo que surgem despesas adicionais relacionadas com cuidados de Saúde. Que estamos “presos” ao papel de cuidador ou cuidadora. Em certos momentos, sobretudo quando a pessoa cuidada precisa de apoio para várias tarefas e parecem não existir progressos, podemos sentir que perdemos a nossa autonomia e independência e até parte da nossa identidade, ficando “presos” no papel de cuidadora ou cuidador permanentemente – algo que sinaliza a importância de encontrarmos soluções para descansarmos e partilharmos as nossas responsabilidades enquanto cuidador ou cuidadora Por outro lado, cuidadoras ou cuidadores informais de pessoas sobreviventes de um AVC também podem sentir orgulho da força e dos progressos da pessoa cuidada.""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"P2-17,2,Quais direitos trabalhistas tenho como cuidador familiar?,""Entendo que essa é uma dúvida importante para você, pois buscar informações sobre seus direitos é um passo de muito cuidado.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Infelizmente, não tenho essa informação nos meus manuais no momento, mas meu conhecimento está sendo aprimorado constantemente. Sugiro que anote essa dúvida para conversar com um profissional de saúde ou um advogado especializado em direitos trabalhistas. Eles poderão te orientar melhor sobre esse assunto."",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"P3-12,3,Existe recomendação sobre frequência de exames laboratoriais de acompanhamento?,""Entendo que essa é uma dúvida importante para o acompanhamento da saúde.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Infelizmente, não tenho essa informação nos meus manuais no momento, mas meu conhecimento está sendo aprimorado constantemente. Sugiro que anote essa dúvida para conversar com um profissional de saúde."",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"P3-15,3,Qual a base científica por trás da recomendação de restrição de sal?,""Entendo que essa é uma dúvida importante, pois a alimentação é um ponto chave no cuidado.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Infelizmente, não tenho essa informação nos meus manuais no momento, mas meu conhecimento está sendo aprimorado constantemente. Sugiro que anote essa dúvida para conversar com um profissional de saúde."",";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"P3-19,3,Qual a conduta para manejo de constipação em idosos que tomam vários medicamentos?,""Entendo sua preocupação com a constipação, especialmente quando o idoso toma vários medicamentos. Essa é uma situação comum, pois alguns remédios podem agravar o problema.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Para ajudar a lidar com a constipação, você pode seguir estas orientações:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.  **Ofereça alimentos com bastante fibra:** Inclua frutas, nozes, feijões, vegetais, farelo e a maioria dos cereais na dieta. Se a pessoa não estiver acostumada, comece aos poucos.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.  **Garanta a ingestão de líquidos:** É muito importante que o idoso beba bastante água e outros líquidos durante o dia.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3.  **Estimule o movimento:** Se possível, ajude o idoso a fazer exercícios diários para estimular o intestino.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.  **Evite alguns alimentos:** Procure não oferecer banana prata, caju, goiaba, maçã, cenoura, chá preto/mate e limão, pois podem prender o intestino.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.  **Experimente uma vitamina laxativa:** Uma sugestão é preparar uma vitamina com 150ml de suco de laranja, 1 ameixa seca, 1 pedaço de mamão, 1 colher de sopa de creme de leite e 1 colher de sopa de farelo de aveia (pode adicionar açúcar ou mel a gosto).;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.  **Monitore as evacuações:** É muito importante observar como estão as eliminações de fezes para evitar que a situação piore.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lembre-se que o uso de vários medicamentos (polifarmácia) pode sim agravar a constipação. Em alguns casos, como quando o idoso usa certos tipos de remédios para dor ou antidepressivos, pode ser necessário o uso de laxativos. Nesses casos, é fundamental conversar com o médico para que ele possa orientar sobre o melhor tratamento.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
